authorId,firstName,lastName
47105454,H.,Bokma
1448297380,D.,Poot-Geers
13522006,N.,Sritoomma
83101925,Janjira,Wongkhomthong
1571662490,Takuya,Kojima
145177798,H.,Amano
5656171,R.,Maymon
5423123,Z.,Weinraub
145427706,A.,Herman
47838750,Kwihoon,Kim
145224111,Hyun-Woo,Lee
31315375,Seoung-kyun,Jo
144434276,Won,Ryu
2370514776,Ismailova,Maxbuba Mirxalilovna
2383188707,Helmi,Mauludi
2276461424,Iskandar,
1491635909,Hajiar,Yuliana
2354324742,Yujun,He
2136884892,Furui,Miao
11314957,Yu-shan,Fan
2220587541,Fangzhi,Zhang
2247985589,Pu,Yang
2123787470,Xinyi,Zhao
2199466900,Miaodong,Wang
2140201270,Cai,He
2220026687,Jiujie,He
2744706,Christoph,Kiefer
145704191,A.,Bernstein
1410339870,H.,Lee
145023907,M.,Klein
35047581,M.,Stocker
1829777,Abdelouahab,Belazoui
31782512,Abdelmoutia,Telli
40442909,C.,Arar
2182290500,Renato,Vukovic
2081584597,David,Arps
113869710,Carel,van Niekerk
1666232939,Benjamin,Matthias Ruppik
2116102483,Hsien-Chin,Lin
113469882,Michael,Heck
1676892968,Milica,Gavsi'c
2398432187,Cdke,
1477947756,A.,Bansal
1398994076,D.,D’Auria
2351242610,Masahiro,Hayakawa
2056721044,Xinrui,Ge
46380550,Jia,Yu
2157325472,Fei,Chen
8550973,Fanyu,Kong
40245505,Huaqun,Wang
1750560,Minbo,Li
2150636870,Juxiong,Xu
2108463310,Le,Han
31923364,Wen,Lin Teh
48211619,Jianlin,Liu
5864430,P.,Satghare
30521318,E.,Samari
4688982,Y.,Mok
144955380,M.,Subramaniam
2266313995,A.,Chinmayi
2300551226,A.,Meghana
36502347,May,Yuan
2089561650,N.,Kavitha
144717210,P.,Jeyanthi
28082679,A.,M. Mena Lora
1390037103,Marcos,Almonte
2067697898,Mariel,Jimenez
1390037303,Julia,Rodriguez Abreu
12222317,Rita,Rojas Fermin
5046225,S.,Bleasdale
47775904,Liming,Xu
2215376598,Hanqi,Li
1726830,Bochuan,Zheng
2135911674,Weisheng,Li
2075420316,Jiancheng,Lv
2129649,E.,P. Shironoshita
145881517,Ray,M. Bradley
1403870893,Yves,R. Jean-Mary
2066925502,Thomas,J. Taylor
2072628832,M.,T. Ryan
1750045,M.,Kabuka
2591635,Giovanni,Cherubin
3472832,K.,Chatzikokolakis
1722055,C.,Palamidessi
6196736,Badi,Rawashdeh
2130350426,Joohyun,Kim
2137920175,S.,AlRyalat
2187313567,Raj,Prasad
2069384208,Matthew,Cooper
9195294,R.,Tanuja
2289015313,B,J Sukeerthi
10741162,A.,Raju
145665790,S.,Manjula
2238136007,K.,R. Venugopal
2246823906,L.,M. Patnaik
144951116,J.,Jansson
1701242,K.,Sadakane
143715233,W.,Sung
2243991382,Yu-ting,Huang
2261394114,Yen-Ming,Huang
2372104908,Ni-Chung,Lee
2256341088,P.,Lee
2243940281,Yunn-Fang,Ho
144523779,Marielle,P. Young
2185316910,Warassabhorn,Ployprasith
6098843,B.,Brintz
4416422,Tina,Rutar
2306580,I.,M. E. Filha
1690426,A.,D. Silva
1764577,Alberto,H. F. Laender
1694279,D.,Embley
2059607208,José,Mora
70053552,Óscar,Corcho
2274471516,Andrew,R. Stephens
2372611727,Ashley,Rogerson
2275027394,Rajeev,K. Patel
2162461000,Ramzi,El-Hassan
1721531,M.,Gorawski
2333618,Rafal,Malczok
49980880,Tianhao,Wang
1696332,Bolin,Ding
1709595,Jingren,Zhou
1720888175,Cheng,Hong
3260205,Zhicong,Huang
1740882,Ninghui,Li
1680133,S.,Jha
3057781,Aakash,Goel
23258348,Bhuwan,Chopra
1994072,C.,Gerea
3013330,Dhruv,Mátáni
47638768,Josh,Metzler
2060673846,Fahim,Ul Haq
1766403,J.,Wiener
46972604,Yun,Hu
145909923,Fengqi,Yu
39482707,A.,Tulloch
2109473805,Alice,Miller
34793977,A.,Dean
1800422,Jianfeng,Gao
2115619176,Gu,Xu
2362587,Jinxi,Xu
153708417,Ning,Chen
2431124,V.,W. Anelli
2056226695,Antonio,Ferrara
1704489,C.,Musto
1741231,F.,Narducci
1738932,Azzurra,Ragone
2240548894,Markus,Zanker
2012154,N.,Chauhan
2498944,L.,Awasthi
153667065,N.,Chand
1686589,Hiroshi,Mamitsuka
49105927,R.,Levin
1742591,Y.,Kanza
39256748,M.,Warren
145093731,Pedro,Tome
1701431,Julian,Fierrez
1691429,M.,Fairhurst
1397258551,J.,Ortega-Garcia
51880803,Artur,Strzelecki
2459023,H.,Jain
145054353,T.,S. Raghu
1717848,V.,Yoon
40381665,W.,Yue
4866010,E.,Killien
5624005,L.,Loftis
40618362,Jonna,D. Clark
48580465,J.,Muszynski
16344016,Brian,Rissmiller
37809934,M.,Singleton
40656996,B.,R. White
34676609,J.,Zimmerman
12702860,A.,Maddux
14551231,N.,Pinto
48465022,E.,Fink
152710480,R.,Watson
2115934118,McKenna,Smith
1557457894,M.,Ringwood
6983256,R.,Graham
122666636,O.,E. Bisong
2257200587,B.,Oommen
3192939,Guy,Nimrod
2995581,Maya,Schushan
145944828,A.,Szilágyi
3209133,C.,Leslie
1397986549,N.,Ben-Tal
34292497,I.,Silva
31559100,João,Nunes Souza
3381632,Karina,Silveira Santos
143620541,H.,Ono
145658948,A.,Nakamura
151385337,T.,Prasanth
50157498,M.,Gunasekaran
2265599,Luheng,He
1768416,N.,Liu
152290618,Qiang,Yang
1731053,P.,Sen
2043782,Venkatesh,Srinivasan
40138387,Mingxin,Gan
40262379,Lily,Sun
1500402072,R.,Jiang
2155425878,Yibing,Li
12130169,Zenghui,Ding
2915371,Zuchang,Ma
2047214014,Yichen,Wu
2153609699,Yu,Wang
2311301171,Ruiqi,Zhang
2054584365,Fei,Xie
2149473962,Xiaoye,Ren
2054590163,Botao,Peng
1745030,P.,Fatourou
1725167,Themis,Palpanas
27042840,D.,Willard
1811309,G.,S. Lueker
2311505735,Srija,Mukhopadhyay
2319401943,Abhishek,Rajgaria
2161009104,Prerana,Khatiwada
2363877631,Manish,Shrivastava
2266750435,Dan,Roth
2266840908,Vivek,Gupta
145801946,Georgios,Kellaris
1753946,K.,Mouratidis
1746298,L.,Fegaras
1706409,Weimin,He
145080415,Gautam,Das
2057194953,David,Levine
13073371,A.,Boothe
4440791,R.,Brouwer
1398284158,L.,Carter-Edwards
2104097,Truls,Østbye
2301264351,Yaoqi,Chen
2386485572,Ruichen,Zheng
2254026795,Qi,Chen
2253867834,Shuotao,Xu
2108076499,Qianxi,Zhang
2297920758,Xueting,Wu
2114924471,Weihao,Han
2381242625,Hua,Yuan
2301166281,Mingqin,Li
2279761133,Yujing,Wang
2108996782,Jason,Li
145338263,Fan,Yang
2298630412,Haochen,Sun
2066621592,Weiwei,Deng
2075375820,Feng,Sun
2181348993,Qi,Zhang
2226686275,Mao,Yang
2051089029,M.,Pedrera-Jiménez
2051090338,Noelia,García-Barrio
82409209,S.,Frid
2279266301,David,Moner
2279266298,Diego,Boscá-Tomás
1405619752,R.,Lozano-Rubí
2233582510,Dipak,Kalra
2279265809,Thomas,Beale
2187579061,Adolfo,Muñoz-Carrero
2279267023,Pablo,Serrano-Balazote
2140776702,Ruijie,Miao
2307389329,Yiyao,Zhang
2168478258,Guanyu,Qu
2153031945,Kaicheng,Yang
2148553943,Tong,Yang
2154678637,Bin,Cui
153865444,M.,Gravina
47195132,S.,Marrone
2658078,Gabriele,Piantadosi
1707400,V.,Moscato
6112715,Carlo,Sansone
31404887,A.,Hettiarachchi
30806323,Jeevani,Goonatillake
2847893,G.,Wikramanayake
3038381,A.,Walisadeera
1781565,C.,Dwork
1682008,Aaron,Roth
153779567,Indradyumna,Roy
144843792,Rishi,Agarwal
2288267998,Soumen,Chakrabarti
2302453584,Anirban,Dasgupta
2288438509,Abir,De
2145903098,Fan,Wang
145340303,G.,Agrawal
1403979084,Tomás,Murillo-Morales
1729276,Klaus,Miesenberger
73610565,S.,Godara
2151933585,Shbana,Begam
2248597533,R.,Bana
2175479697,Jatin,Bedi
2300204271,Rajni,Jain
2162650987,M.,Haque
2255559681,R.,Parsad
1707369,S.,Marwaha
10801569,M.,Patial
2332334149,Saber,Shirzad
2332337951,Ravi,Nirmal
152224970,Michael,P. Hall
152272374,C.,Gegg
145479263,K.,Walker
86924367,C.,Spahr
145838079,Robert,Ortiz
47175861,Vimal,Patel
2112267994,Steven,Yu
15525689,Liana,Zhang
152329141,Hsieng,S. Lu
5745016,Binodh,S Desilva
1576791727,Jean,W. Lee
1788571,G.,Grahne
2235640,Alex,Thomo
1768785,W.,Wadge
2154582,A.,Paller
75067819,E.,F. Ogbomo
2404151721,Christian,Mamus Igbuku
2058794355,R.,Ellis
11531437,S.,Maskal
2197920887,N.,Messer
2149910919,B.,Miller
145318451,C.,Petro
34083864,A.,Prabhu
2244377736,M.,Rosen
2248159500,Xinyan,Zheng
35241747,L.,Beffa
9335525,Dongwon,Jeong
36608203,Yixin,Jing
9371335,D.,Baik
1730838,B.,Chazelle
1721914,H.,Edelsbrunner
49941940,A.,Mandal
143859148,I.,Baldin
1795167,Yufeng,Xin
39332980,Paul,Ruth
2754922,Chris,Heermann
145503931,K.,Weiss
1715008,L.,Floriani
2064923,Riccardo,Fellegara
2094232706,M.,Velloso
2107095611,Y.,Ren
2672831,Jiangbo,Qian
2067672840,Yu,Xin
3308939,Huahui,Chen
1734200,H.,Schek
32147397,G.,Walch
150911972,Abdellah,El Mekki
3196929,Abdelkader,El Mahdaouy
2023317880,Mohammed,Akallouch
2548030,Ismail,Berrada
1706323,A.,Khoumsi
144514153,P.,Shannon
49371985,Andrew,Markiel
2262778513,Owen,Ozier
1753105,N.,Baliga
2110239808,Jonathan,T. Wang
1878835,Daniel,Ramage
2269806220,Nada,Amin
2260757478,B.,Schwikowski
144261466,T.,Ideker
2197790177,Helena,B. Conceição
1957219913,Rafael,L V Mercuri
2408940518,M.P.P.,de Castro
2065571630,Daniel,T. Ohara
2231089828,G.,Guardia
2098021927,P.,Galante
2107487605,C.,R. Johnson
2144452426,Jian,Huang
2881039,Pierre-Antoine,Champin
1689640,D.,Benslimane
2115210708,Akhil,Sharma
1932615385,Keith,G. Whitlock
8041308,Mark,J. Gage
49359403,Tally,E. Lassiter
52019195,Oke,A. Anakwenze
4689131,Christopher,S. Klifto
144105942,Sebastian,C. Brandt
1733846,Diego,Calvanese
3449760,E.,G. Kalayci
1721171,R.,Kontchakov
51258478,Benjamin,Mörzinger
145500489,V.,Ryzhikov
47490276,Guohui,Xiao
1749505,M.,Zakharyaschev
3136972,Kelly,J. Norsworthy
6628768,Flora,Mulkey
40153714,E.,Scott
47025015,Ashley,F. Ward
4344422,D.,Przepiorka
5662188,R.,Charlab
7966536,Sarah,E Dorff
48046486,A.,Deisseroth
6086809,D.,Kazandjian
2245204,R.,Sridhara
2929033,J.,Beaver
2020053,A.,Farrell
47489324,R.,A. de Claro
4116629,R.,Pazdur
145917501,Christian,S. Jensen
2315597,Augustas,Kligys
1731453,T.,Pedersen
1711657,Igor,Timko
152156373,Karime,Maamari
2352274670,Connor,Landy
26391899,Amine,Mhedhbi
2114876,Vinitha,Reddy Gankidi
2859451,Nikhil,Teletia
49111633,J.,Patel
12723379,A.,Halverson
1765659,D.,DeWitt
3430495,Xavier,C. Delannoy
145182839,S.,Khoja
143786158,W.,Hall
1853403,P.,Kilpeläinen
1712654,H.,Mannila
2187768394,Santanu,Roy
2207568251,S.,Raj
2538753,T.,Chakraborty
3210450,Anirban,Chakrabarty
1701110,Agostino,Cortesi
2266407561,Soumya,Sen
40526010,Alejandro,Grez
1706922,Cristian,Riveros
2424972,F.,Abdelhédi
2106437556,Hela,Rajhi
2741083,G.,Zurfluh
2374975129,Liheng,Zhang
2240337076,Jin,Wang
2380412003,Hui,Li
2382997655,Bing,Zhang
2299288063,Weifeng,Liu
102967429,Yueyu,Jiang
34375535,M.,Balaban
47713290,Qiyun,Zhu
2283194,S.,Mirarab
2091119989,Nicholas,W. Bard
2360912945,T.,Jonathan Davies
2280490107,Quentin,C. B. Cronk
2119112458,Shiguang,Guo
2117944486,Qing,Wang
2069508226,R.,Schneider
1688561,H.,Kriegel
1581453906,S.,Labhsetwar
2120341308,Piyush,Arvind Kolte
2120328071,A.,Sawant
47021594,D.,Chakraborty
1685532,V.,Kalogeraki
1756679,M.,Mokbel
1795995,Antonios,Deligiannakis
1738210,Minos,N. Garofalakis
1734183,N.,Roussopoulos
2132956,Aastha,Madaan
1741140,S.,Bhalla
2277059794,A.,Kazun
2305435166,S.,K. Mukovnin
2227868312,Enhong,Chen
2116932329,Shu,Wang
6707682,P.,Sheu
2454554,Manolis,Terrovitis
3315889,S.,Passas
144996383,Panos,Vassiliadis
144302930,T.,Sellis
144094043,Stavros,Papadopoulos
1794395,S.,Bakiras
1746338,Dimitris,Papadias
7994844,R.,Kallionpää
2119243796,Mikko,Valtanen
2275802806,Kari,Auranen
144899165,E.,Uusitalo
144383440,J.,Rinne
2802926,S.,Peltonen
1685017,J.,Peltonen
39003902,Zeyi,Wen
2027429632,Xingyang,Liu
1930579,Hongjian,Cao
143824511,Bingsheng,He
2153212971,Bo,Wang
2218912185,Yina,Guo
2051535429,Hongtao,Li
2144281989,Zhiying,Li
34840145,Fernando,Jose Suarez Saiz
2064155938,C.,Sanders
70221558,Rick,J Stevens
87485537,R.,Nielsen
153606975,Michael,W. Britt
5269943,A.,Preininger
8916916,G.,Jackson
2056288828,P.,Baker
50325336,A.,Brass
1709236,S.,Bechhofer
46555127,C.,Goble
1716510,N.,Paton
144560289,Robert,Stevens
7866194,Linjun,Yang
1718099,A.,Hanjalic
2378601643,Zihao,Zheng
2114112910,Zeyu,Xie
153030413,Xuenan,Xu
2379178690,Wen,Wu
2378948375,Chao,Zhang
2313335799,Mengyue,Wu
2162869982,L.,Williams
2248619490,Bardia,Khosravi
2321913693,M.,Velimirovic
40167076,Jack,Khouri
2241949949,S.,Raza
2182941692,S.,Mazzoni
48088423,C.,Samaras
2142160578,H.,Awada
2148542963,D.,Dima
145108089,J.,Valent
5507318,F.,Anwer
1973932,Zhonggui,Ma
48313795,Bin,Ye
2108183436,Zongjie,Wang
7892182,Xuyan,Tu
35901037,Mehrdad,Jahangiri
1773086,C.,Shahabi
2114020649,Y.,Meng
2311572883,Chenyu,Zhang
2372410222,Junming,Jiao
2110661801,Xiaoning,Liu
144227659,Yifeng,Zheng
143824407,X.,Yi
1681657,S.,Nepal
2133999502,Muideen,Lawal
1768207,P.,Genevès
1685111,Nabil,Layaïda
2220527238,A.,Henry
2269888905,P.,Santulli
2269898189,M.,Bourdon
13914473,C.,Maignien
2268489036,C.,Chapron
2242726195,Jean-marc,Tréluyer
2254798530,J.,Guibourdenche
2055156,L.,Chouchana
2456546,Béatrice,Finance
1701215,G.,Gardarin
1681768,E.,Paquet
1727256,H.,Viktor
122480498,Anne,Bruneau
14487359,R.,Allkin
144219109,L.,Borges
39141605,A.,Egan
10072703,M.,de la Estrella
143782525,F.,Javadi
3714809,Bente,B. Klitgård
49317607,Joseph,T. Miller
50708303,D.,Murphy
87544213,Carole,Sinou
51198409,M.,Vatanparast
2119062182,Rong,Zhang
2120672716,A.,Qadi
2152641323,Yanjun,Zhu
1768055,Y.,Takama
2146958505,Yu,Kato
2603548,Shogo,Kori
145102331,Hiroshi,Ishikawa
40185730,M.,Iyengar
152753448,A.,Sarkar
2119233918,Shikhar,Singh
1719219,Giuseppe,De Giacomo
1729232,M.,Lenzerini
1731107,R.,Rosati
1706198,J.,Chomicki
3263909,Maria,Daltayanni
3221508,Chunye,Wang
1699881,R.,Akella
2249497930,Maurizio,Sarà
2243119539,Zoltán,Kern
47969846,I.,Hatvani
51438990,Péter,Tanos
2307532901,Yining,Zang
2350740686,Nikita,Kaushal
2328893184,Franziska,Lechleitner
2312296968,András,Hidas
2350740693,Pauline,Treble
1781317,Eser,Kandogan
3252167,R.,Krishnamurthy
49317498,S.,Raghavan
2066721,Shivakumar,Vaithyanathan
2692987,Huaiyu,Zhu
2047935706,Chanwut,Kittivorawong
2150458489,Yongming,Ge
116470631,Y.,Helal
144385783,Alvin,Cheung
2336838725,K.,Sharma
144276414,P.,Walsh
1399719589,Houshyar,Honar Pajooh
144818046,M.,A. Rashid
30507786,F.,Alam
97772132,Serge,N. Demidenko
2143774000,Yi,Lu
1681126,Blazej,Bulka
144980202,Marie,desJardins
1711201,S.,Freeland
2047366257,Meng,Luo
2116274452,Qiuyun,Wang
22173179,Yepeng,Yao
2875619,Xuren,Wang
100850144,Peian,Yang
1500398885,Zhengwei,Jiang
3023801,D.,Deng
3215411,Guan-Shuo,Mai
39829267,Steven,Shiau
123740171,C.,Higham
2300309775,Vijay,R. N. Prabhakar
7702938,Rui,Jesus
2110915966,Luís,Bastião Silva
145711342,C.,Costa
39361630,A.,Naseri
144180929,Erwin,Holzhauser
50789152,Degui,Zhi
1787851,Shaojie,Zhang
1711493,H.,Artail
6879789,H.,Amine
1399390665,Fehmi,Sakkal
1741623,O.,Pivert
1700697,H.,Prade
2117951053,Quan,Wang
2113997965,Zheng,Cao
2150635498,Jun,Xu
49404233,Hang,Li
2947677,I.,Spiegler
34845605,Rafi,Maayan
31208855,Yinyao,Zhu
48502569,Peipei,Jia
144643008,H.,Duan
1736576,Xudong,Lu
120121664,Chuan-hua,Liao
2326510907,Qiang,Liu
1754956,Apostolos,Destounis
1681911,G.,Paschos
1775763,I.,Koutsopoulos
1684379,Ladjel,Bellatreche
1732053,M.,Mohania
1849303739,Sai,Chilakapati
2266375689,Anthony,Dragun
2249750387,R.,G. Chiu
1586786308,Keith,M. George
2571370,A.,Valadka
38930390,R.,Greer
3019110,Pham,Van Chung
1728515,D.,T. Anh
1950675,P.,Auffinger
2394614223,Yaser,Hashem
50181152,R.,Kapoor
48431339,D.,Yeung
2358975927,Sabari,Ajay Kumar
36359316,D.,Alex
83274150,P.,Kapur
2781716,J.,Palta
102069162,Ahmed,Alateeq
2855731,M.,Roantree
1737981,C.,Gurrin
38342835,J.,Bernabeu
1403626284,J.,Calera-Rubio
145565019,J.,Quereda
1519978914,E.,Bertini
34599270,Patrick,Hertzog
1707657,D.,Lalanne
145353364,R.,Martinez
2111161618,Douglas,Smith
31912212,Hector,Trevino
1629437976,Shaurya,Uppal
47636343,Arti,Jain
1836246,Anuja,Arora
2241613746,Peiquan,Jin
1978658721,Zhaole,Chu
2163053639,Gaocong,Liu
48001953,Yongping,Luo
1735825,Shouhong,Wan
37282747,Mingyue,Rao
31111977,Chenlin,Gao
46730562,Man,Guo
52031568,B.,Law
1734899,Yong,Xu
2250001983,Young,In Kim
2266491356,Andrea,Agiollo
2066032462,Rajiv,Khanna
3290035,C.,Doulkeridis
1690383,M.,Vazirgiannis
1681568,Michael,Sintek
1685642,S.,Decker
2295016628,X.,Tian
2140302450,J.,A. Fowler
2278224194,J.,Thorne
2263023553,P.,C. Taylor
2278575650,J.,Moore
2519454,Michal,Blinkiewicz
1695409,J.,Bak
2313306082,Ari,Hernawan
2283841729,Nobuko,Yoshida
1503955451,Nejira,Handžić
150973550,D.,Pećar
95632158,S.,Durgut
151097302,L.,Salihefendić
6432345,Rijad,Konjhodžić
143914394,Akshay,Agarwal
2338122,Mayank,Vatsa
2041134713,Richa,Singh
47733712,N.,Ratha
2402792388,Umama,Wajid
144189486,Samreen,Mehmood
2199049307,Zahoor,ul Haq
146118486,Alec,Lu
3331952,Zhenman,Fang
2199264608,Darya,Govorkova
1742336455,A.,Boldyreva
2047387545,Pavel,Mogilev
2224318,M.,Alexandrov
2408816,O.,Koshulko
39432377,Senlin,Liang
1989587,M.,Kifer
2111408525,Bruce,Johnson
2114140219,X.,Bai
2109384560,Xiaoyu,Chen
2128680053,Xiaohong,Wu
46205893,Yinqiong,Huang
1454400678,Y.,Zhuang
2432426,Xiahong,Lin
2964091,Zongda,Wu
1747560,Guandong,Xu
49889222,Yanchun,Zhang
12076899,Zhong-sheng,Cao
47949260,Guiling,Li
2111296752,Zhiwen,Hu
2321457408,Wonduk,Seo
2345873580,Seungyong,Lee
2346932415,Daye,Kang
2340485949,Zonghao,Yuan
2345078877,Seunghyun,Lee
2115831518,Li,Tian
143885295,Peng,Zou
2152833392,Li,Zhang
2814084,Aiping,Li
1720863595,Yuan,Mei
144478906,S.,Madden
28850287,Suraj,M. Gulhane
9412177,S.,Bodkhe
2267453693,Lin,Tong
2325065090,Xu,Tong
2316303365,Lei,Lei
2280003555,Ziling,Zeng
152386612,S.,Liu
2152834019,Lei,Zhang
2336260123,Cheng,Wang
2274142984,Sharmila,Upadhyaya
2397629303,Hongjun,Yang
2108711513,Huamin,Zhang
1876431,Christopher,Ochs
2075299497,Tian,Tian
144395353,J.,Geller
1807047,Soon,Ae Chun
2096349953,Megah,Mulya
2085275697,Hardini,Novianti
146567686,D.,Zayanti
2286430830,Syahrul,Ramadhan
2070194722,Rendy,Wijaya
1721061493,Christofer,Yeremia
30102897,Amel,Komic
48225160,Asif,Taludker
30052390,N.,Walsh
46510758,Andrew,J. Jones
152886171,Andrew,G. Lawson
14677256,B.,Bateson
32246842,E.,Kruse
2453787,C.,Ezeife
2587068,M.,Paradies
143842962,H.,Voigt
48078352,R.,D. Kulkarni
35083498,B.,Momin
80401264,Birgit,Kvikne
2909918,G.,Berget
2379548767,Ravi,Shankar
2376528901,Sheng,Wong
2348753702,Lin,Li
2287879466,Magdalena,Bachmann
2379565424,Alex,Silverthorne
2283877613,B.,Albert
2379639126,Gabriel,Davis Jones
2151048,Taiki,Miyanishi
1725544,T.,Sakai
2062848,M.,Grund
145216039,Jens,Krüger
2110602379,Jürgen,Müller
1746379,A.,Zeier
1810943,H.,Plattner
2347680185,Rahma,Aulia
2402315655,A.,Purnama
1403138358,C.,Dell'Aquila
2448754,F.,Tangorra
144200677,N.,Datta
8844783,Avijit,Dutta
2124550434,Shibam,Ghosh
12448779,Y.,Mise
46757919,R.,Day
145015416,J.,Vauthey
5366338,K.,Brudvik
145665363,L.,Schwarz
14599842,L.,Prakash
37793430,Nathan,H. Parker
2545759,M.,Katz
145973666,C.,Conrad
153231043,Jeffrey,E. Lee
144926646,J.,Fleming
5206778,T.,Aloia
143763011,Yaniv,Gur
2152324575,Dongsheng,Yang
2055401879,Frederik,Stalschus
1698945,B.,Reinwald
2128300475,V.,Chauhan
2209757707,Awadhesh,Kumar
2284865302,Suresh,Kumar
2209318526,Trilok,Singh
2269090912,R.,Dwivedi
2257193,Yijian,Bai
1409895301,Fusheng,Wang
36057533,Peiya,Liu
1712630,C.,Zaniolo
2119050948,Shaorong,Liu
2102138,Tolga,Bozkaya
69386114,Meral,Ozsoyoğlu
47796649,Yang,Yang
2275122125,Zhongqi,Xu
2110981172,Xu,Han
2215730214,Alexis,Lorio
2215729449,Carlos,Garcia-Rodriguez
2266021238,Ali,Seifi
2402895021,HuiJeong,Son
2403038701,Hyeongu,Kang
2257347285,Sunho,Kim
2403042130,Subeen,Ho
71965979,SeongKu,Kang
2402937861,Dongha,Lee
2330162886,Susik,Yoon
40363382,D.,Le
144611940,J.,Rahayu
145491102,Eric,Pardede
2397730,Nathanael,Weill
1711391,D.,Rognan
40895294,Nahla,Aburawi
143879633,A.,Lisitsa
1706223,Frans,Coenen
1712592,H.,Suominen
47146974,Liadh,Kelly
144354285,Lorraine,Goeuriot
3286328,Martin,Krallinger
40372975,Rui,Huang
51170295,Xuran,Pan
2201671142,Henry,Zheng
7137727,Haojun,Jiang
1724454,Zhifeng,Xie
30619669,S.,Song
2115218570,Gao,Huang
37430590,A.,Firat
2245556084,Stuart,E. Madnick
2123145,Nor,Adnan Yahaya
2420595025,Choo,Wai Kuan
2268891973,Stéphane,Bressan
2286851137,Zhenzhen,Gu
1796236,Davide,Lanti
2376656918,Francesco,Corcoglioniti
2239506190,Marco,Di Panfilo
2239509397,Alessandro,Mosca
2364964485,Diego,Calvanese
2263313110,Guohui,Xiao
2346323969,Lorena,Calvo-Bartolom'e
2385563909,Val'erie,Aldana
2385562686,Karla,Cantarero
2385558107,A.,Mesa
2060958895,Jer'onimo,Arenas-Garc'ia
2380091133,Jordan,Boyd-Graber
144398177,Muhammad,Shahzad
51935741,Anirudh,Ganji
2353264725,Sireesha,Addanki
12082005,N.,Vnukova
2085544182,Inna,Aleksieienko
118950519,Svitlana,Leliuk
2148382623,Y.,Malyshko
2216435137,V.,Chernyshov
104047347,Lieuwe,Vinkhuijzen
5112121,T.,Coopmans
145061330,A.,Laarman
2367338263,Mohhamied,Husaein Sallaah
2369840577,Shathish,Kumar
38998475,M.,Manimekalai
2365759932,Najmitdinov,Akhadkhon Khamitdkhanovich
2369739999,T.,M. Thiyagu
2369690973,R.,Udayakumar
48864126,Konstantinos,Lampropoulos
1586599742,Fatemeh,Zardbani
2182066763,Nikos,Mamoulis
1731655,Panagiotis,Karras
3270024,N.,Jeliazkova
2088886749,L.,Iliev
2995251,V.,Jeliazkov
1738395,Alexandr,Andoni
1688317,P.,Indyk
1974678,Phillip,B. Gibbons
143970826,B.,Karp
2068322129,Yan,Ke
39496676,Suman,Nath
67327573,S.,Seshan
1878146,H.,B. Zghal
2670687,Nesrine,Ben Mustapha
1403825873,Manel,Elloumi-Chaabene
115149242,Antonio,Moreno
50714906,D.,Sánchez
2621544,Alice,Marascu
2388544,Pascal,Pompey
1778072,E.,Bouillet
143762617,M.,Wurst
1748830,O.,Verscheure
1393644275,P.,Cudré-Mauroux
2195969764,Rupam,Verma
88799146,A.,Vashisht
2061486222,Medha,Bhatt
2110759977,Anuradha,Gupta
2197240853,Rohit,Om
2197140448,Anurag,Dabas
6786404,V.,Arya
2243441620,Lea,Weßbecher
115462227,Kornelius,Lente
30590826,T.,Krüger
2070458853,Johann,Berger
145011116,J.,Neumann
1733135,Suh-Yin,Lee
2250164583,H.,Kao
6974844,Zhanru,Shao
5655761,O.,Ampomah
40104759,F.,R. J. Vieira
3683221,R.,Dorrell
8087671,Shao-xuan,Li
48251305,L.,Tirichine
2017391,V.,Bulone
145811334,D.,Duan
48244603,C.,Bowler
2118595298,Yulai,Xie
2056283035,Jingjing,Niu
2145956514,Yang,Zhang
2142495347,Fang,Ren
2195460,J.,Lötsch
143817506,T.,Hummel
2334873601,Amal,Saif
2363220224,Alaa,Altarazi
1403391754,A.,Al-badarneh
2198489796,Mohammad,J. Abdel-Rahman
1403567226,José,Fuentes-Sepúlveda
2098749,Erick,Elejalde
1752967,L.,Ferres
145890591,Diego,Seco
2098925256,Leila,Safari
1748789,J.,Patrick
144119773,Kun,Liu
145257566,Lei,Tang
143653824,Yong,Yi
145765726,Rui,Li
2596296,Zhengying,Chen
8405062,Ramy,Sedhom
95212199,Rafail,Beshai
15934851,Ahmed,Elkaryoni
4622420,M.,Megaly
40546074,A.,Elbadawi
2204358900,Ahmed,Athar
9869795,Wissam,A Jaber
144946828,A.,Bharadwaj
24094851,V.,Prasad
7732109,L.,Stoletniy
6319183,I.,Elgendy
2315980878,Ryan,Sze-Yin Chan
2315980194,Federico,Nanni
2316924154,Edwin,Brown
2316638061,Ed,Chapman
2226173366,Angus,R. Williams
2306633128,Jonathan,Bright
5430531,Evelina,Gabasova
3275133,R.,Giancarlo
1776817,R.,Grossi
40389697,F.,Amato
76925940,F.,Gargiulo
1690299,A.,Mazzeo
34193179,Sara,Romano
145794456,Stéphane,Jean
3438088,Hondjack,Dehainsala
1743133,D.,Xuan
1748676,G.,Pierra
1708081,Y.,A. Ameur
1680928,J.,Angele
2215564,Michael,Gesmann
2397148452,Shidan,Ma
144189270,Peng,Peng
2406496152,Xu,Zhou
1705151,M.,Tamer Özsu
2312744477,Lei,Zou
2155229286,Guo,Chen
1787789,H.,Ferhatosmanoğlu
34556711,A.,Ramachandran
